2509	3046
2480	508
2613	622
2535	399
2557	2761
2507	1913
2520	1967
2565	1876
2584	2918
2611	1240
2619	347
2652	1159
2551	2162
2639	2054
2599	2265
2633	957
2556	1562
2585	1635
2601	1512
2600	2711
2575	1781
2618	1903
2622	2380
2719	2225
2574	2581
2671	2735
2649	1489
2652	1308
2714	543
2623	747
2704	1826
2626	2005
2618	2429
2644	2455
2682	847
2632	2863
2765	2921
2725	1008
2633	1353
2664	1437
2785	2060
2791	2490
2647	1733
2686	1750
2764	1577
2689	1145
2725	1290
2760	1434
2742	867
2777	1671
2837	1877
2779	554
2818	946
2762	2722
2828	2637
2829	2849
2822	2883
2889	1741
2846	438
2832	598
2883	2411
2804	999
2867	1086
2897	866
2821	776
2856	692
2914	2946
2823	2072
2865	1958
2836	2096
2889	2655
2894	590
2884	2129
2855	1303
2891	1267
2970	1429
2902	671
2960	2021
2920	1095
2918	2308
2974	2466
2937	2217
2964	1703
2954	1148
2976	1303
2928	526
2921	616
2968	832
2963	1023
3043	666
3005	491
3032	2132
2944	1593
2997	1534
3081	1186
2989	1712
3030	726
3006	865
3019	1381
2982	2755
2987	2709
3004	2873
3077	2659
3073	1687
3154	2908
3026	990
3131	867
3065	1384
3141	1102
3097	761
3157	616
3063	1847
3181	1753
3092	1312
3115	1477
3130	1163
3209	1208
3241	809
3188	970
3222	1045
3147	1691
3224	1603
3294	1700
3210	562
3299	645
3315	1068
3286	1608
3228	722
3304	836
3328	1550
3297	1232
3357	1148
3310	1277
3405	674
3326	910
3359	791
3221	1376
3367	1332
3373	1012
3478	1144
3494	1034
3463	746
3516	885
3520	991
3513	1099
3387	1523
3406	1443
3267	1434
3185	2779
3194	2866
3058	1923
3060	2080
3069	2003
3172	517
3091	495
3094	2595
3083	2508
2869	1510
2806	1140
2710	434
2699	370
2716	390
2527	2128
2516	1998
2734	3002
2650	3091
2552	762
2434	772
2574	2429
2461	327
2293	2182
2326	1327
2202	688
2109	2904
2114	2567
2132	1696
2173	2091
2105	3095
1991	3132
1989	2952
1862	1308
1807	2224
1793	2918
1855	2330
1677	1798
1633	1629
1037	1903
1019	2353
903	1903
853	1989
965	3104
723	2103
728	1987
493	2826
717	3065
625	3076
347	2634
347	2718
376	2163
331	2173
256	2823
229	2765
186	2398
138	2398
