268	1956	771
269	1939	667
270	2043	787
271	2091	1238
272	2005	1397
273	2073	1526
274	2014	613
275	2086	705
276	2119	2030
277	2079	2206
278	2141	877
279	2062	2500
280	2099	2448
281	2111	2564
282	2130	2346
283	2220	2185
284	2187	708
285	2132	1127
286	2147	1344
287	2165	2495
288	2119	2619
289	2112	1957
290	2201	1909
291	2229	2100
292	2247	2492
293	2166	1493
294	2204	1517
295	2199	966
296	2316	1033
297	2198	1788
298	2287	1959
299	2299	1468
300	2271	1656
301	2255	2256
302	2299	2041
303	2346	2355
304	2278	2544
305	2254	1752
306	2331	1881
307	2378	1591
308	2414	2517
309	2290	1356
310	2394	2068
311	2305	1116
312	2435	1029
313	2399	2391
314	2408	1592
315	2453	1968
316	2494	2112
317	2508	2352
318	2401	786
319	2502	697
320	2475	857
321	2404	1259
322	2520	1265
323	2466	1541
324	2503	1683
325	2558	2476
326	2546	766
327	2504	971
328	2568	611
329	2587	1041
330	2561	1178
331	2595	1377
332	2637	2525
333	2576	2006
334	2617	1925
335	2599	2073
336	2584	1519
337	2645	1627
338	2639	1018
339	2654	2112
340	2698	1914
341	2714	1898
342	2717	1975
343	2698	2221
344	2643	2326
345	2827	2205
346	2702	677
347	2715	676
348	2719	1778
349	2789	1900
350	2790	550
351	2818	775
352	2789	1757
353	2731	2472
354	2826	2493
355	2800	474
356	2937	570
357	2803	2099
358	2904	2066
359	2889	2290
360	2865	863
361	2922	883
362	2886	2371
363	2974	2396
364	3015	2233
365	3010	736
366	2973	953
367	3127	760
368	3025	2150
369	3086	2277
370	3128	2098
371	3036	463
372	3134	396
373	3109	603
374	3041	966
375	3145	850
376	3149	1072
377	3059	2353
378	3167	2394
379	3114	1729
380	3104	1644
381	3191	1822
382	3177	671
383	3138	2010
384	3172	2135
385	3186	1980
386	3217	875
387	3186	1157
388	3257	997
389	3287	2319
390	3245	2479
391	3169	1525
392	3136	1435
393	3198	1536
394	3293	2122
395	3244	648
396	3136	1282
397	3255	1153
398	3191	1936
399	3288	2028
400	3201	1364
401	3293	1436
402	3291	784
403	3243	1859
404	3313	1753
405	3250	1889
406	3281	562
407	3330	1940
408	3257	486
409	3354	430
410	3354	985
411	3357	557
412	3316	2098
413	3354	2227
414	3315	2454
415	3351	2354
416	3461	2481
417	3430	2093
418	3317	2309
419	3428	2344
420	3380	922
421	3490	1102
422	3406	1250
423	3488	1169
424	3441	1320
425	3416	1915
426	3461	1837
427	3482	2024
428	3421	1715
429	3452	1580
430	3445	2236
431	3492	2403
432	3472	2191
433	3434	595
434	3434	660
435	3529	548
436	3527	1544
437	3547	1859
438	3542	2484
439	3463	861
440	3451	798
441	3601	890
442	3566	2250
443	3592	2050
444	3486	730
445	3540	719
446	3488	330
447	3451	231
448	3576	303
449	3593	1226
450	3630	1025
451	3537	2389
452	3596	1570
453	3556	474
454	3644	662
455	3667	2173
456	3648	352
457	3711	1941
458	3711	1205
459	3667	1304
460	3727	1508
461	3612	1648
462	3601	1816
463	3715	1908
464	3613	756
465	3656	713
466	3653	815
467	3640	865
468	3704	910
469	3697	629
470	3759	308
471	3715	762
472	3797	2147
473	3740	1156
474	3733	1247
475	3792	734
476	3831	1858
477	3754	1467
478	3761	1560
479	3852	1117
480	3863	1422
481	3785	251
482	3856	393
483	3731	1626
484	3836	1619
485	3770	1679
486	3780	1776
487	3832	1821
488	3864	1883
489	3919	1753
490	3878	1635
491	3845	751
492	3923	897
493	3897	716
494	3900	979
495	3928	1204
496	3933	304
497	3885	490
498	3857	1296
499	3932	1254
500	3934	1469
501	3920	1962
502	3958	1876
503	3877	600
504	3916	563
505	3931	1559
506	3923	1699
507	3961	739
508	3903	976
509	4024	1009
510	4001	584
511	3988	1799
512	4008	855
513	4017	1621
514	4003	1150
515	4002	1309
516	4057	330
517	4020	1416
518	4070	659
519	4107	1816
520	4034	864
521	4089	1434
522	4101	659
523	4073	1166
524	4091	1260
525	4149	1107
526	4148	619
527	4196	771
528	4130	1592
529	4162	1504
530	4154	1641
531	4156	1783
532	4231	1788
533	4176	1498
534	4171	862
535	4228	932
536	4225	1385
537	4257	1558
538	4296	739
539	4263	932
540	4256	1328
541	4297	1328
542	4257	1120
543	4311	1017
544	4350	1209
545	4253	1608
546	4335	1536
547	4273	589
548	4283	595
549	4353	1279
550	4367	1449
551	4318	1684
552	4374	1607
553	4388	1287
554	4336	847
555	4344	774
556	4196	1292
557	4267	524
558	4240	258
559	4280	364
560	4279	466
561	4169	248
562	4162	989
563	3962	1940
564	3914	230
565	3868	215
566	3788	2011
567	3819	2117
568	3814	592
569	3776	896
570	3591	1767
571	3677	1371
572	3642	435
573	3575	207
574	3534	170
575	3477	181
576	3525	1407
577	3418	418
578	3286	697
579	3378	1434
580	3315	1227
581	3111	1573
582	2968	609
583	2913	407
584	3002	1766
585	2871	1718
586	3030	1917
587	2949	1882
588	2873	1919
589	2651	2360
590	2811	916
591	2751	946
592	2663	1718
593	2615	746
594	2564	1865
595	2564	1784
596	2385	1195
597	2330	2284
598	2207	2644
599	2174	1078
600	2344	783
601	2281	747
602	2054	1906
603	1934	2026
604	1901	1108
605	1862	1743
606	2019	523
607	1958	482
608	1697	2640
609	1580	1074
610	1347	881
611	1341	906
612	1465	471
613	1382	398
614	1216	1191
615	1183	2604
616	1142	2654
617	1082	2648
618	1010	382
619	934	1857
620	721	1995
621	501	948
622	634	2640
623	607	484
624	225	2496
625	380	2123
626	199	2296
627	295	514
628	184	1433
629	71	940
630	105	688
631	50	713
